Member_number;Date;Baskets
4503;08/09/2015;bottled water,whole milk
1079;09/09/2015;onions,napkins,rolls/buns
1110;09/09/2015;yogurt,ham
1724;09/09/2015;hamburger meat,pip fruit,berries,rolls/buns
1731;09/09/2015;bottled beer,tropical fruit
1819;09/09/2015;root vegetables,tropical fruit
1870;09/09/2015;other vegetables,brown bread,popcorn,bottled water,hamburger meat,soda,pork
1979;09/09/2015;frozen vegetables,pork
1989;09/09/2015;soda,mustard
2001;09/09/2015;other vegetables,bottled water
2408;09/09/2015;sausage,liquor
2501;09/09/2015;onions,whole milk
2855;09/09/2015;other vegetables,soda
2874;09/09/2015;pip fruit,butter,whole milk,other vegetables
2876;09/09/2015;sausage,other vegetables
3983;09/09/2015;napkins,white bread,berries,long life bakery product,sweet spreads,butter milk,butter,chocolate
4124;09/09/2015;shopping bags,mustard,frankfurter
4455;09/09/2015;shopping bags,soda
4695;09/09/2015;canned beer,pork
4859;09/09/2015;whipped/sour cream,whole milk
1092;10/09/2015;bottled beer,other vegetables,frankfurter
1170;10/09/2015;whipped/sour cream,citrus fruit
1424;10/09/2015;instant coffee,citrus fruit
1443;10/09/2015;flour,cream cheese ,butter,rolls/buns
1468;10/09/2015;yogurt,other vegetables,canned beer
1788;10/09/2015;sausage,pork
1839;10/09/2015;whipped/sour cream,pork
1931;10/09/2015;beef,other vegetables
2019;10/09/2015;sausage,white bread,brown bread,candles,salty snack
2196;10/09/2015;house keeping products,meat
2306;10/09/2015;shopping bags,rolls/buns,grapes
2380;10/09/2015;hamburger meat,pastry,cookware
2568;10/09/2015;sausage,dish cleaner,pip fruit
2691;10/09/2015;beef,tropical fruit
2692;10/09/2015;UHT-milk,white wine,beef,butter milk
2835;10/09/2015;yogurt,pasta,citrus fruit,ham,newspapers,onions
2975;10/09/2015;canned beer,fruit/vegetable juice
4437;10/09/2015;pork,hard cheese
4584;10/09/2015;beef,tropical fruit
1056;11/09/2015;whipped/sour cream,meat spreads
1088;11/09/2015;whole milk,hard cheese
1199;11/09/2015;beverages,sausage
1326;11/09/2015;ice cream,yogurt,beef,canned beer
1465;11/09/2015;canned beer,curd
1499;11/09/2015;cat food,soda
1515;11/09/2015;hamburger meat,soda,hard cheese
1654;11/09/2015;frozen dessert,beef,root vegetables,citrus fruit
1717;11/09/2015;other vegetables,chicken,rolls/buns,margarine
1855;11/09/2015;hamburger meat,margarine,ham,whole milk
1887;11/09/2015;sausage,soda,yogurt,root vegetables
2738;11/09/2015;frankfurter,beef,frozen dessert,whole milk,red/blush wine
2899;11/09/2015;sausage,fruit/vegetable juice,pot plants
2992;11/09/2015;pip fruit,pet care,bottled water
3251;11/09/2015;yogurt,rolls/buns,salt,whole milk
3354;11/09/2015;yogurt,hygiene articles
3520;11/09/2015;other vegetables,detergent,ketchup,newspapers
3523;11/09/2015;root vegetables,other vegetables
3653;11/09/2015;frankfurter,red/blush wine
3746;11/09/2015;whipped/sour cream,chicken,tropical fruit
4398;11/09/2015;other vegetables,salt
4441;11/09/2015;citrus fruit,bottled beer,softener,hygiene articles,rolls/buns
4486;11/09/2015;yogurt,other vegetables,canned beer,citrus fruit,tropical fruit,ham,frozen vegetables,onions,whole milk
4550;11/09/2015;root vegetables,newspapers
4773;11/09/2015;whipped/sour cream,tropical fruit
4779;11/09/2015;sausage,chewing gum
1011;12/09/2015;yogurt,other vegetables,frankfurter,candles,herbs,grapes,whole milk
1278;12/09/2015;ice cream,other vegetables,canned beer,bottled water,frozen vegetables,cookware,butter
1601;12/09/2015;root vegetables,whole milk
1677;12/09/2015;prosecco,pip fruit,tropical fruit
1991;12/09/2015;other vegetables,citrus fruit
2375;12/09/2015;butter,pork
3265;12/09/2015;domestic eggs,specialty bar,packaged fruit/vegetables,cream cheese ,chocolate
3323;12/09/2015;sausage,beef,candles,oil
3927;12/09/2015;bottled water,rolls/buns
4242;12/09/2015;coffee,whole milk,canned fruit
4291;12/09/2015;sausage,pip fruit
4604;12/09/2015;other vegetables,margarine
4746;12/09/2015;yogurt,frozen vegetables
4835;12/09/2015;root vegetables,whole milk,soda
1056;13/09/2015;pip fruit,other vegetables
1156;13/09/2015;other vegetables,berries
1335;13/09/2015;onions,waffles
1763;13/09/2015;coffee,domestic eggs,hard cheese
1782;13/09/2015;yogurt,tropical fruit
2235;13/09/2015;pip fruit,root vegetables
2711;13/09/2015;citrus fruit,cream cheese ,rolls/buns,frozen vegetables,light bulbs,butter,chewing gum,liquor
2934;13/09/2015;UHT-milk,bottled beer
3292;13/09/2015;beef,pork
3406;13/09/2015;bottled beer,pork
3455;13/09/2015;other vegetables,root vegetables,margarine,pastry
3529;13/09/2015;beverages,canned beer
3917;13/09/2015;shopping bags,whipped/sour cream,soda
4249;13/09/2015;berries,canned beer
4267;13/09/2015;yogurt,sausage,whipped/sour cream,whole milk
4536;13/09/2015;hamburger meat,dessert,sliced cheese
4785;13/09/2015;shopping bags,canned beer,fruit/vegetable juice,tropical fruit
4814;13/09/2015;whole milk
4841;13/09/2015;chicken,citrus fruit
4861;13/09/2015;other vegetables,pudding powder
4875;13/09/2015;flour,other vegetables,frankfurter,citrus fruit,bottled beer,cat food,grapes,frozen vegetables
1213;14/09/2015;bottled beer,citrus fruit
1678;14/09/2015;frozen dessert,pork
2618;14/09/2015;yogurt,bottled beer,berries,tropical fruit
2687;14/09/2015;root vegetables,mustard
2750;14/09/2015;onions,other vegetables,whole milk,pork
3027;14/09/2015;whipped/sour cream,baking powder,root vegetables
3364;14/09/2015;beverages,citrus fruit
3460;14/09/2015;other vegetables,dessert
4187;14/09/2015;pip fruit,sugar,sliced cheese
4281;14/09/2015;soda,canned beer,newspapers
4648;14/09/2015;instant coffee,ham
4675;14/09/2015;coffee,other vegetables,fruit/vegetable juice,citrus fruit
4686;14/09/2015;other vegetables,tropical fruit
4890;14/09/2015;condensed milk,meat
4924;14/09/2015;butter,rolls/buns
4947;14/09/2015;yogurt,photo/film,long life bakery product,soda,chewing gum,whole milk
1347;15/09/2015;frankfurter,pastry,beef,ketchup,bottled water,rolls/buns,soda
1528;15/09/2015;chicken
1880;15/09/2015;bottled beer,soda
2243;15/09/2015;rolls/buns,grapes
2315;15/09/2015;shopping bags,rolls/buns
2675;15/09/2015;rolls/buns,canned beer
3027;15/09/2015;sausage,red/blush wine
3041;15/09/2015;sausage,frozen vegetables,pip fruit,hard cheese
3180;15/09/2015;domestic eggs,bottled beer,baking powder,tropical fruit
3779;15/09/2015;berries,frankfurter,tropical fruit
3815;15/09/2015;coffee,whole milk
4309;15/09/2015;salt,whole milk
4521;15/09/2015;frozen potato products,chewing gum
1322;16/09/2015;waffles,curd
1341;16/09/2015;other vegetables,fruit/vegetable juice
1941;16/09/2015;napkins,other vegetables,pot plants
2459;16/09/2015;white bread,other vegetables,bottled beer,bottled water,frozen meals,onions,soda,margarine
2794;16/09/2015;liquor,brandy
2851;16/09/2015;napkins,canned beer
3774;16/09/2015;beef,misc. beverages,salty snack
3797;16/09/2015;butter,whole milk
3835;16/09/2015;yogurt,mustard,long life bakery product,pickled vegetables,whole milk
3979;16/09/2015;ham,citrus fruit
3980;16/09/2015;root vegetables,pastry,canned fish,rolls/buns,cake bar
4147;16/09/2015;pip fruit,canned beer
4387;16/09/2015;rolls/buns,whole milk
4906;16/09/2015;shopping bags,butter milk,tropical fruit
4953;16/09/2015;chicken,citrus fruit
1151;17/09/2015;pip fruit,berries,pastry
1348;17/09/2015;soda,beef
1719;17/09/2015;shopping bags,nuts/prunes,canned beer,other vegetables
1754;17/09/2015;beverages,other vegetables,pip fruit,citrus fruit
1794;17/09/2015;bottled beer,sweet spreads
1834;17/09/2015;shopping bags,frankfurter,frozen vegetables
1928;17/09/2015;photo/film,canned beer
2053;17/09/2015;cream cheese ,cereals,other vegetables
2346;17/09/2015;coffee,chicken,whole milk
2635;17/09/2015;specialty bar,whole milk
2904;17/09/2015;flour,root vegetables
3844;17/09/2015;pip fruit,whole milk
3877;17/09/2015;pip fruit,soda,detergent
3963;17/09/2015;whole milk,pork
4064;17/09/2015;butter milk,citrus fruit
4576;17/09/2015;canned beer,newspapers
4711;17/09/2015;napkins,frankfurter
4853;17/09/2015;house keeping products,yogurt,frozen vegetables,pip fruit
1062;18/09/2015;shopping bags,yogurt,other vegetables,butter,whole milk
1130;18/09/2015;frankfurter,dessert,bottled water,root vegetables
1417;18/09/2015;UHT-milk,salty snack
1456;18/09/2015;root vegetables,seasonal products,specialty chocolate,rolls/buns,frozen vegetables,whole milk
1708;18/09/2015;canned beer,turkey,cat food,berries,long life bakery product,spread cheese,whole milk
1971;18/09/2015;sausage,bottled water,curd,frozen meals
2434;18/09/2015;cling film/bags,coffee,soda
2814;18/09/2015;specialty bar,berries
3036;18/09/2015;yogurt,whole milk
3652;18/09/2015;other vegetables,whole milk
3962;18/09/2015;coffee,whipped/sour cream,sliced cheese,tropical fruit,hamburger meat
4240;18/09/2015;brown bread,whole milk,rolls/buns,citrus fruit
4756;18/09/2015;frozen fish,bottled water,tropical fruit
4915;18/09/2015;rolls/buns,berries,canned beer,domestic eggs
1355;19/09/2015;processed cheese,frankfurter
1472;19/09/2015;root vegetables,bottled water,waffles
1636;19/09/2015;bottled beer,rolls/buns
1730;19/09/2015;other vegetables,rolls/buns
1873;19/09/2015;sausage
2100;19/09/2015;tropical fruit,dishes
2184;19/09/2015;oil,bottled beer,yogurt
2300;19/09/2015;flour,pip fruit,other vegetables
2379;19/09/2015;soda,other vegetables
2608;19/09/2015;other vegetables,rolls/buns
2739;19/09/2015;pip fruit,specialty bar
2837;19/09/2015;rolls/buns,citrus fruit
2872;19/09/2015;shopping bags,onions,other vegetables,tropical fruit
2876;19/09/2015;chewing gum,tropical fruit
2957;19/09/2015;sausage,UHT-milk,candles,bottled beer,artif. sweetener,butter,chewing gum
3558;19/09/2015;pip fruit,other vegetables,frankfurter,whipped/sour cream,salty snack,whole milk
3845;19/09/2015;other vegetables,hygiene articles
4071;19/09/2015;sausage,soda
4737;19/09/2015;root vegetables,pork
4780;19/09/2015;soda,condensed milk,curd
4871;19/09/2015;shopping bags,whole milk
1259;20/09/2015;ice cream,whole milk
1512;20/09/2015;domestic eggs,chicken
2169;20/09/2015;rum,meat
2240;20/09/2015;pip fruit,brown bread,chocolate
2269;20/09/2015;berries,rolls/buns
2291;20/09/2015;roll products ,ham,brown bread
2480;20/09/2015;soda,frankfurter,other vegetables
2604;20/09/2015;bottled water,dishes,tropical fruit
2664;20/09/2015;sausage,chicken,pasta,domestic eggs
3012;20/09/2015;pork,brown bread
3241;20/09/2015;root vegetables,grapes
3593;20/09/2015;whole milk,grapes
3643;20/09/2015;frankfurter,sliced cheese,pastry,bottled beer,frozen vegetables
3962;20/09/2015;sausage,sauces
3976;20/09/2015;bottled water,chicken
4079;20/09/2015;whole milk,pork
4403;20/09/2015;other vegetables,frankfurter
4769;20/09/2015;sausage,bottled beer,grapes
4819;20/09/2015;sausage,soda,bottled water
1515;21/09/2015;cat food,pastry
1572;21/09/2015;soda,candy
1780;21/09/2015;sausage,yogurt
1793;21/09/2015;rolls/buns,long life bakery product
2053;21/09/2015;yogurt,rolls/buns,citrus fruit
2678;21/09/2015;berries,rolls/buns
2703;21/09/2015;canned beer,soups,ham
3679;21/09/2015;newspapers,citrus fruit,pot plants
3960;21/09/2015;specialty bar,frankfurter,whole milk
4434;21/09/2015;mayonnaise,beef
4440;21/09/2015;rolls/buns,fruit/vegetable juice
4750;21/09/2015;flour,shopping bags,hard cheese,butter,pork
4878;21/09/2015;coffee,packaged fruit/vegetables,pickled vegetables
1132;22/09/2015;soda,whole milk
1283;22/09/2015;root vegetables,chicken
1290;22/09/2015;sausage,whipped/sour cream
1333;22/09/2015;sausage,other vegetables,ham,curd
1922;22/09/2015;other vegetables,packaged fruit/vegetables
2005;22/09/2015;bottled beer,dessert,male cosmetics,jam
2039;22/09/2015;oil,sparkling wine
2062;22/09/2015;shopping bags,whole milk
2211;22/09/2015;canned beer,processed cheese,whole milk
2212;22/09/2015;other vegetables,curd
2459;22/09/2015;canned beer,cat food,whole milk
2568;22/09/2015;flour,pip fruit,other vegetables
2654;22/09/2015;rolls/buns,frankfurter,whole milk
2810;22/09/2015;sausage,citrus fruit
2928;22/09/2015;frankfurter,frozen meals
3017;22/09/2015;hamburger meat,soft cheese
3067;22/09/2015;margarine,candy
3306;22/09/2015;sausage,frankfurter
3484;22/09/2015;cream cheese ,salty snack
3496;22/09/2015;soda,rolls/buns
3504;22/09/2015;root vegetables,whipped/sour cream,white wine,abrasive cleaner,soda
4129;22/09/2015;onions,whole milk
4384;22/09/2015;canned fish,citrus fruit
1009;23/09/2015;ketchup,pastry
1486;23/09/2015;beef,chicken
1756;23/09/2015;ice cream,onions,soda
1811;23/09/2015;yogurt,white wine
2287;23/09/2015;yogurt,rolls/buns
2294;23/09/2015;frankfurter,rolls/buns
2357;23/09/2015;shopping bags,cream cheese ,soda,waffles
2469;23/09/2015;hamburger meat,cream cheese ,frozen vegetables
2632;23/09/2015;canned vegetables,pot plants,meat
2716;23/09/2015;ice cream,yogurt
2846;23/09/2015;other vegetables,liquor
3413;23/09/2015;beverages,chocolate
3522;23/09/2015;coffee,other vegetables,whipped/sour cream,beef,grapes,meat,whole milk
3583;23/09/2015;sausage,whole milk
3665;23/09/2015;shopping bags,citrus fruit,bottled water,butter milk,zwieback,chocolate
3781;23/09/2015;pip fruit,frankfurter
4088;23/09/2015;canned vegetables,whole milk
4102;23/09/2015;frozen dessert,other vegetables,frankfurter,cream cheese
4190;23/09/2015;pip fruit,citrus fruit
4683;23/09/2015;whipped/sour cream,root vegetables
4687;23/09/2015;soda,other vegetables,frozen vegetables
4923;23/09/2015;butter milk,soups,canned fruit
4967;23/09/2015;pip fruit,other vegetables,frankfurter,napkins
1222;24/09/2015;onions,condensed milk
1245;24/09/2015;other vegetables,grapes
1425;24/09/2015;other vegetables,citrus fruit
1793;24/09/2015;ice cream,rolls/buns
1900;24/09/2015;hamburger meat,yogurt
2041;24/09/2015;grapes
2109;24/09/2015;yogurt,sugar,salt,male cosmetics
2119;24/09/2015;whipped/sour cream,other vegetables,soda,meat
2669;24/09/2015;pip fruit,onions
2729;24/09/2015;other vegetables,bottled water
3463;24/09/2015;yogurt,tropical fruit
3497;24/09/2015;pip fruit,other vegetables,whole milk,whipped/sour cream
3537;24/09/2015;curd,brown bread
3581;24/09/2015;white bread,baking powder
3688;24/09/2015;soap,rolls/buns,whole milk,tropical fruit
3787;24/09/2015;pip fruit,yogurt,pork,salty snack
4155;24/09/2015;sausage,pork
4161;24/09/2015;whole milk,fruit/vegetable juice
4359;24/09/2015;berries,dessert,onions,newspapers
4954;24/09/2015;soda,whole milk
1097;25/09/2015;bottled water,whipped/sour cream,frankfurter
1699;25/09/2015;onions,sweet spreads,margarine
1882;25/09/2015;fish,chocolate
1910;25/09/2015;margarine,tropical fruit
2210;25/09/2015;domestic eggs,whole milk,pork,sweet spreads
2265;25/09/2015;domestic eggs,soft cheese,waffles,dish cleaner,whole milk,bathroom cleaner
2592;25/09/2015;bottled beer,pork
3082;25/09/2015;packaged fruit/vegetables,brown bread
3151;25/09/2015;dessert,bottled water
3679;25/09/2015;onions,domestic eggs,brown bread
3822;25/09/2015;hamburger meat,ice cream
4235;25/09/2015;beef,bottled water
4288;25/09/2015;ham,male cosmetics,meat
4303;25/09/2015;soda,semi-finished bread
4336;25/09/2015;prosecco,beverages
4432;25/09/2015;coffee,canned beer
4640;25/09/2015;pip fruit,root vegetables
4741;25/09/2015;other vegetables,whole milk
1120;26/09/2015;pastry,chocolate marshmallow,rice,tropical fruit,condensed milk
1137;26/09/2015;sugar,other vegetables,whole milk
1200;26/09/2015;dessert,rolls/buns,canned fish,candy
1318;26/09/2015;flour,specialty bar,pastry
1759;26/09/2015;other vegetables,brown bread,bottled beer,oil,ham,whole milk,pork
1784;26/09/2015;semi-finished bread,bottled water,curd
1975;26/09/2015;yogurt,root vegetables
2044;26/09/2015;shopping bags,domestic eggs
2134;26/09/2015;liquor (appetizer),beef,frozen vegetables
2712;26/09/2015;other vegetables,whole milk
2941;26/09/2015;yogurt,other vegetables
2996;26/09/2015;frankfurter,dishes,hygiene articles
3273;26/09/2015;beef,citrus fruit
3658;26/09/2015;pip fruit,UHT-milk,yogurt,bottled beer,beef,salty snack,whole milk
3761;26/09/2015;brown bread,beef,cat food,bottled beer,rolls/buns,margarine
3928;26/09/2015;domestic eggs,whole milk
4719;26/09/2015;specialty bar,tropical fruit
1098;27/09/2015;cat food,root vegetables,bottled water,frozen vegetables
1148;27/09/2015;soda,other vegetables
1539;27/09/2015;pip fruit,whipped/sour cream,rolls/buns
1799;27/09/2015;shopping bags,whole milk
1864;27/09/2015;whole milk,finished products
2204;27/09/2015;liquor (appetizer),soda
2420;27/09/2015;shopping bags,frankfurter,frozen potato products,hard cheese,bottled water
2631;27/09/2015;sausage,root vegetables
3090;27/09/2015;root vegetables,canned beer
3560;27/09/2015;bottled beer,canned beer,chocolate
3612;27/09/2015;sausage,other vegetables
3772;27/09/2015;cake bar,meat
4108;27/09/2015;yogurt,pork,butter milk
4764;27/09/2015;pip fruit,soda
1195;28/09/2015;soft cheese,whole milk
1463;28/09/2015;specialty bar,tropical fruit
1654;28/09/2015;cream cheese ,rolls/buns
1744;28/09/2015;domestic eggs,bottled beer
1832;28/09/2015;candles,pork
2140;28/09/2015;onions,root vegetables
2202;28/09/2015;tidbits,frozen meals
2305;28/09/2015;coffee,mustard,whole milk
2460;28/09/2015;canned beer,grapes
2565;28/09/2015;sausage,frozen dessert
2590;28/09/2015;hamburger meat,whole milk
2741;28/09/2015;liver loaf,bottled beer
2969;28/09/2015;other vegetables,frozen meals
3017;28/09/2015;tropical fruit,curd
3306;28/09/2015;yogurt,frozen vegetables,spread cheese
3401;28/09/2015;sausage,root vegetables
3704;28/09/2015;yogurt,whole milk
3755;28/09/2015;butter milk,beef
4509;28/09/2015;soda,sliced cheese
4525;28/09/2015;whole milk,light bulbs,citrus fruit
4585;28/09/2015;sausage,yogurt,canned beer,rolls/buns,butter milk,whole milk,pork
4809;28/09/2015;pip fruit,whole milk
1265;29/09/2015;shopping bags,tropical fruit,red/blush wine
1302;29/09/2015;root vegetables,fruit/vegetable juice
1382;29/09/2015;coffee,packaged fruit/vegetables
1494;29/09/2015;canned beer,herbs,bottled beer,whole milk
1764;29/09/2015;other vegetables,whole milk
1918;29/09/2015;butter milk,tropical fruit
2095;29/09/2015;beverages,other vegetables
2151;29/09/2015;napkins,pork
2435;29/09/2015;beef,whole milk
2510;29/09/2015;chocolate,cling film/bags,bottled water,frozen vegetables,house keeping products,soda,whole milk,margarine
2517;29/09/2015;other vegetables,salt
2794;29/09/2015;sausage,whipped/sour cream,photo/film,bottled beer,margarine
3044;29/09/2015;potato products,bottled beer,root vegetables,frozen meals
3202;29/09/2015;ham,tropical fruit
3527;29/09/2015;pip fruit,dessert,canned beer,canned vegetables,frozen vegetables
3545;29/09/2015;butter,berries,cereals
3560;29/09/2015;coffee,other vegetables,bottled water,soda
3657;29/09/2015;photo/film,liver loaf,soda,grapes
3982;29/09/2015;root vegetables,salt
4085;29/09/2015;canned beer,newspapers
4095;29/09/2015;beef,ham
4326;29/09/2015;root vegetables,rolls/buns,pork
4531;29/09/2015;pork,meat
4745;29/09/2015;shopping bags,rolls/buns,ham,canned fish
4766;29/09/2015;canned beer,bottled beer,specialty chocolate,rolls/buns,whole milk
1016;30/09/2015;pip fruit,frankfurter,oil,rolls/buns,mayonnaise
1017;30/09/2015;shopping bags,soda,dessert
1269;30/09/2015;other vegetables,whole milk,softener
1603;30/09/2015;whipped/sour cream,chicken,bottled beer,frozen meals,whole milk
1892;30/09/2015;oil,citrus fruit,margarine
1943;30/09/2015;potato products,whole milk,tropical fruit
2071;30/09/2015;canned beer,whole milk
2193;30/09/2015;whole milk,citrus fruit
2266;30/09/2015;yogurt,other vegetables,soft cheese,candy,grapes,butter milk
2270;30/09/2015;soda,berries,fruit/vegetable juice
2727;30/09/2015;frankfurter,frozen meals
2816;30/09/2015;root vegetables,chicken
3117;30/09/2015;yogurt,other vegetables,pork,citrus fruit
3164;30/09/2015;shopping bags,dessert,brown bread,citrus fruit,hygiene articles,butter,whole milk,pork
3211;30/09/2015;whole milk,bathroom cleaner
3345;30/09/2015;soda,whole milk
3556;30/09/2015;hamburger meat,shopping bags,root vegetables,seasonal products
3827;30/09/2015;sausage,tropical fruit,pickled vegetables,hamburger meat,margarine
3859;30/09/2015;nuts/prunes,canned beer
3915;30/09/2015;pip fruit,frankfurter,brown bread
4092;30/09/2015;sausage,butter,berries,tropical fruit
4274;30/09/2015;processed cheese,frankfurter
4293;30/09/2015;mayonnaise,napkins,misc. beverages
4301;30/09/2015;whipped/sour cream,soda
4381;30/09/2015;other vegetables,bathroom cleaner
4632;30/09/2015;frankfurter,canned beer
4906;30/09/2015;soda,citrus fruit
1043;01/10/2015;whole milk,rolls/buns,citrus fruit
1214;01/10/2015;yogurt,chicken,pip fruit,meat
1319;01/10/2015;soda,misc. beverages,rice
1427;01/10/2015;soda,chicken,frozen meals
1878;01/10/2015;sausage,soda,candy
1909;01/10/2015;sausage,sliced cheese,salty snack
1968;01/10/2015;zwieback,tropical fruit
3337;01/10/2015;yogurt,bottled beer
3953;01/10/2015;berries,pork
4015;01/10/2015;whole milk,curd
4068;01/10/2015;yogurt,frankfurter
4556;01/10/2015;pip fruit,canned beer
4883;01/10/2015;berries,newspapers
4981;01/10/2015;frankfurter,brown bread,frozen vegetables,soda,whole milk,margarine
1003;02/10/2015;sausage,rolls/buns
1617;02/10/2015;dessert,rolls/buns
1786;02/10/2015;canned beer,citrus fruit
1844;02/10/2015;root vegetables,grapes
1874;02/10/2015;other vegetables,frankfurter
1991;02/10/2015;specialty bar,soda,pork
2069;02/10/2015;specialty chocolate,pork
2136;02/10/2015;bottled beer,whole milk
2170;02/10/2015;citrus fruit,frozen potato products,bottled beer,sugar,sauces,fruit/vegetable juice
2192;02/10/2015;soda,frankfurter
2404;02/10/2015;yogurt,beef
2997;02/10/2015;fish,specialty chocolate
3004;02/10/2015;liquor (appetizer),whole milk
3061;02/10/2015;berries,rolls/buns
3669;02/10/2015;processed cheese,white bread,citrus fruit
3694;02/10/2015;rolls/buns
3786;02/10/2015;UHT-milk,baking powder,light bulbs,pastry
3939;02/10/2015;ketchup,curd,cake bar
3954;02/10/2015;onions,canned beer
4064;02/10/2015;coffee,citrus fruit
4165;02/10/2015;roll products ,domestic eggs
4387;02/10/2015;root vegetables,baking powder
4479;02/10/2015;butter,semi-finished bread,margarine
4697;02/10/2015;hamburger meat,whole milk
4734;02/10/2015;sausage,napkins,yogurt,pork
4822;02/10/2015;bottled water,whole milk
5000;02/10/2015;soda,root vegetables,semi-finished bread
1211;03/10/2015;yogurt,butter,frankfurter,specialty bar
1336;03/10/2015;flour,coffee,pet care,napkins
1374;03/10/2015;pip fruit,whole milk,salty snack
1508;03/10/2015;pip fruit,bottled beer
1606;03/10/2015;bottled beer,ham
1659;03/10/2015;yogurt,tropical fruit
1903;03/10/2015;canned beer,tropical fruit
2406;03/10/2015;rolls/buns,pastry,meat
2407;03/10/2015;onions,coffee,frozen vegetables,citrus fruit
2981;03/10/2015;UHT-milk,whole milk
3079;03/10/2015;soda,frankfurter
3544;03/10/2015;whole milk,hard cheese
3584;03/10/2015;photo/film,curd
3635;03/10/2015;other vegetables,rolls/buns
4566;03/10/2015;butter,canned beer
4833;03/10/2015;onions,dog food,pip fruit
1038;04/10/2015;other vegetables,specialty chocolate
1324;04/10/2015;specialty chocolate,whole milk
1357;04/10/2015;soda,brown bread
1888;04/10/2015;ham,whole milk
2074;04/10/2015;canned beer,waffles,citrus fruit,dish cleaner,chocolate
2101;04/10/2015;onions,citrus fruit
2233;04/10/2015;bottled beer,whole milk
2291;04/10/2015;canned fish,grapes
2492;04/10/2015;frankfurter,frozen vegetables
2719;04/10/2015;other vegetables,whole milk
2781;04/10/2015;cream cheese ,bottled beer,chocolate
2809;04/10/2015;domestic eggs,other vegetables,whole milk,pork
2877;04/10/2015;pip fruit,root vegetables,waffles,tropical fruit
3082;04/10/2015;pip fruit,root vegetables
3154;04/10/2015;napkins,root vegetables,sliced cheese
3294;04/10/2015;onions,dessert
4187;04/10/2015;specialty cheese,whole milk
4252;04/10/2015;butter,frozen dessert,frozen potato products,turkey
4636;04/10/2015;frankfurter,misc. beverages,photo/film,tropical fruit,specialty chocolate,ham,frozen fish
4717;04/10/2015;shopping bags,yogurt,brown bread,tropical fruit
4937;04/10/2015;coffee,chicken,newspapers
1349;05/10/2015;shopping bags,canned beer
1373;05/10/2015;sausage,yogurt,canned beer,brown bread,frozen vegetables,curd,butter milk,cake bar
1841;05/10/2015;pip fruit,margarine
1996;05/10/2015;roll products ,root vegetables,canned beer,flower (seeds)
2102;05/10/2015;vinegar,soda,rolls/buns,other vegetables
2294;05/10/2015;pip fruit,rolls/buns
2319;05/10/2015;yogurt,whole milk,meat
2337;05/10/2015;waffles,citrus fruit
3343;05/10/2015;specialty bar,frankfurter
3387;05/10/2015;soda,whole milk
3429;05/10/2015;cat food,sparkling wine
3469;05/10/2015;yogurt,mustard,butter,white wine,frozen meals,hamburger meat,curd cheese,soda
3553;05/10/2015;coffee,other vegetables
3851;05/10/2015;butter,whole milk
3920;05/10/2015;beverages,napkins,margarine
4004;05/10/2015;sausage,root vegetables,pasta,pastry,turkey,tropical fruit,ham,soda
4191;05/10/2015;pork,long life bakery product
4515;05/10/2015;yogurt,other vegetables
4529;05/10/2015;other vegetables,tropical fruit
4661;05/10/2015;other vegetables,salty snack
4859;05/10/2015;beef,soda
1175;06/10/2015;shopping bags,yogurt,citrus fruit,white wine,soda,whole milk
1908;06/10/2015;beef,female sanitary products
2494;06/10/2015;yogurt,chicken,margarine
3232;06/10/2015;ice cream,whole milk
3337;06/10/2015;shopping bags,coffee,root vegetables,citrus fruit,chewing gum,whole milk
3434;06/10/2015;shopping bags,chicken,soda,rolls/buns,butter
3475;06/10/2015;misc. beverages,bottled beer,whole milk,brown bread
3592;06/10/2015;sausage,bottled beer
3683;06/10/2015;ice cream,specialty bar,root vegetables,candy
3973;06/10/2015;cat food,rolls/buns,curd
4335;06/10/2015;shopping bags,sausage,other vegetables,napkins
4442;06/10/2015;specialty bar,other vegetables,berries,whole milk,fruit/vegetable juice
4796;06/10/2015;flour,soda,frankfurter,whole milk
4954;06/10/2015;beverages,UHT-milk
1114;07/10/2015;white bread,UHT-milk,misc. beverages
1135;07/10/2015;shopping bags,sausage,dessert,butter,soda
1286;07/10/2015;coffee,meat
1324;07/10/2015;white wine,bottled water,rolls/buns,citrus fruit
1330;07/10/2015;processed cheese,newspapers
1534;07/10/2015;shopping bags,other vegetables,dessert,bottled water,margarine
1584;07/10/2015;yogurt,sugar,hygiene articles,long life bakery product,onions
1777;07/10/2015;fruit/vegetable juice,whole milk,pastry
1929;07/10/2015;yogurt,other vegetables,citrus fruit,bottled water,rolls/buns,finished products,butter
2195;07/10/2015;canned fish,tropical fruit
2586;07/10/2015;UHT-milk,tropical fruit
2633;07/10/2015;white wine,rolls/buns,hard cheese
2648;07/10/2015;root vegetables,tropical fruit
3041;07/10/2015;other vegetables,berries,organic products
3637;07/10/2015;sausage,dessert,citrus fruit,salty snack,specialty chocolate,butter milk,whole milk
3829;07/10/2015;yogurt,soda,pickled vegetables,chewing gum
3830;07/10/2015;butter milk,soda,packaged fruit/vegetables
3908;07/10/2015;sausage,pot plants
4487;07/10/2015;sausage,tea
4589;07/10/2015;white bread,soda,frozen vegetables
4660;07/10/2015;root vegetables,frozen vegetables,dishes,pastry
4740;07/10/2015;coffee,other vegetables,domestic eggs,margarine
